Supplier_GSTIN,Customer GSTIN,Invoice_Number,Invoice_Date,Tax Rate,Invoice Taxable,Invoice CGST,Invoice SGST,Invoice IGST,Invoice Total_GST,Invoice Total_Amount,Transaction_Type,Document_Type,Origin,Vendor,Ticket_Number,PNR,Ticket/PNR
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AA67620,4/4/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,FZ52QH,FZ52QH,FZ52QH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AA41651,4/3/2023,5,4866,0,0,243,243,5497,Invoice,INV,DEL,Indigo,E1VTKB,E1VTKB,E1VTKB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AA76296,4/4/2023,5,4866,0,0,243,243,5497,Invoice,INV,DEL,Indigo,MZPETH,MZPETH,MZPETH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BL22726,8/23/2023,5,4866,0,0,243,243,5497,Invoice,INV,DEL,Indigo,HRSIHJ,HRSIHJ,HRSIHJ
24AACCN6194P1ZV,29ABCDE1234F5ZC,242412BP08AAE416,8/23/2023,5,4770,0,0,239,239,5009,Invoice,INV,AMD,Air India,1095778675,6M5XMV,1095778675
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP06AAG456,6/7/2023,5,4770,0,0,239,239,5009,Invoice,INV,DEL,Air India,1095778621,6W86VG,1095778621
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP06AAG456,6/7/2023,5,4770,0,0,239,239,5009,Invoice,INV,DEL,Air India,1095778623,6WAYFA,1095778623
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232409BY14801,9/5/2023,5,4859,0,0,243,243,5456,Invoice,INV,BOM,Indigo,OTI1FG,OTI1FG,OTI1FG
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BP18507,9/6/2023,5,4859,0,0,243,243,5490,Invoice,INV,DEL,Indigo,BLYW8L,BLYW8L,BLYW8L
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BZ44004,10/11/2023,5,5271,0,0,264,264,5923,Invoice,INV,DEL,Indigo,QP4SSV,QP4SSV,QP4SSV
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232411CL00591,11/21/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,QP4SSV,QP4SSV,QP4SSV
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232406AH94098,6/8/2023,5,4852,0,0,243,243,6054,Invoice,INV,CCU,Indigo,WKTGWR,WKTGWR,WKTGWR
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232408AP20592,8/7/2023,5,4852,0,0,243,243,6054,Invoice,INV,CCU,Indigo,DZIUYK,DZIUYK,DZIUYK
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232406AH91409,6/8/2023,5,4852,0,0,243,243,6054,Invoice,INV,CCU,Indigo,RMUYQI,RMUYQI,RMUYQI
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232406AI78387,6/15/2023,5,190,0,0,9,9,199,Invoice,INV,CCU,Indigo,WKTGWR,WKTGWR,WKTGWR
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232406AI75889,6/15/2023,5,190,0,0,9,9,199,Invoice,INV,CCU,Indigo,RMUYQI,RMUYQI,RMUYQI
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CD62245,10/27/2023,5,5420,0,0,271,271,6079,Invoice,INV,DEL,Indigo,CQWRYP,CQWRYP,CQWRYP
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232408AG30664,8/9/2023,5,4850,0,0,243,243,5685,Invoice,INV,IDR,Indigo,M1BWXK,M1BWXK,M1BWXK
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232406AU88837,6/9/2023,5,4840,0,0,242,242,5436,Invoice,INV,BOM,Indigo,DQEYNZ,DQEYNZ,DQEYNZ
21AABCI2726B1ZE,29ABCDE1234F5ZC,OR1232404AA74655,4/25/2023,5,4831,0,0,242,242,5781,Invoice,INV,BBI,Indigo,LUDE2K,LUDE2K,LUDE2K
30AABCI2726B1ZF,29ABCDE1234F5ZC,GA1232406AD18112,6/7/2023,5,4826,0,0,241,241,5810,Invoice,INV,GOI,Indigo,IT669Q,IT669Q,IT669Q
21AABCI2726B1ZE,29ABCDE1234F5ZC,OR1232409AF51790,9/21/2023,5,4874,0,0,244,244,5826,Invoice,INV,BBI,Indigo,"V2YPVK,V2YPVK",V2YPVK,V2YPVK
30AABCI2726B1ZF,29ABCDE1234F5ZC,GA1232407AF47096,7/22/2023,5,5002,0,0,250,250,5995,Invoice,INV,GOI,Indigo,AWCCHC,AWCCHC,AWCCHC
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP09AAJ202,9/15/2023,5,4720,0,0,236,236,4956,Invoice,INV,DEL,Air India,1095778691,6O4CN9,1095778691
27AACCN6194P1ZP,29ABCDE1234F5ZC,272412BP05AAC678,5/7/2023,5,4720,0,0,236,236,4956,Invoice,INV,BOM,Air India,1095778591,5V2PFR,1095778591
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP04AAL276,4/15/2023,5,4720,0,0,236,236,4956,Invoice,INV,DEL,Air India,1095778576,52Y7SU,1095778576
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP08AAP483,8/15/2023,5,4692,0,0,235,235,4927,Invoice,INV,DEL,Air India,1095778674,5VPP9I,1095778674
22AAECT8346F1ZE,29ABCDE1234F5ZC,I220000000374018,4/19/2023,5,4690,0,0,235,235,5751,Invoice,INV,RPR,Vistara,1189030569,QHGQ9R,1189030569
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014294539,4/5/2023,5,4690,0,0,235,235,5314,Invoice,INV,DEL,Vistara,1189030554,SE85VB,1189030554
22AAECT8346F1ZE,29ABCDE1234F5ZC,I220000000374017,4/19/2023,5,4690,0,0,235,235,5751,Invoice,INV,RPR,Vistara,1189030568,QHGQ9R,1189030568
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BE94456,8/1/2023,5,4773,0,0,239,239,5400,Invoice,INV,DEL,Indigo,M1918H,M1918H,M1918H
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BJ45804,8/17/2023,5,4773,0,0,239,239,5400,Invoice,INV,DEL,Indigo,E16BRX,E16BRX,E16BRX
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BL10827,8/22/2023,5,9546,0,0,478,478,10800,Invoice,INV,DEL,Indigo,WZ8QRA,WZ8QRA,WZ8QRA
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BH04653,8/8/2023,5,14319,0,0,717,717,16200,Invoice,INV,DEL,Indigo,TPMEKS,TPMEKS,TPMEKS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BJ72135,8/17/2023,5,4773,0,0,239,239,5400,Invoice,INV,DEL,Indigo,ZTQ5UW,ZTQ5UW,ZTQ5UW
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AF26666,4/22/2023,5,4772,0,0,239,239,5399,Invoice,INV,DEL,Indigo,LZ5BHX,LZ5BHX,LZ5BHX
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AF54011,4/24/2023,5,9540,0,0,478,478,10794,Invoice,INV,DEL,Indigo,APHC8J,APHC8J,APHC8J
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232405AB10701,5/15/2023,5,4770,0,0,239,239,5835,Invoice,INV,RPR,Indigo,Q168WX,Q168WX,Q168WX
21AABCI2726B1ZE,29ABCDE1234F5ZC,OR1232408AE26052,8/14/2023,5,9540,0,0,478,478,11434,Invoice,INV,BBI,Indigo,RSTRKW,RSTRKW,RSTRKW
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232405AB20900,5/19/2023,5,94,0,0,5,5,99,Invoice,INV,RPR,Indigo,N119XX,N119XX,N119XX
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232405AB13062,5/16/2023,18,4770,0,0,239,239,5835,Invoice,INV,RPR,Indigo,N119XX,N119XX,N119XX
21AABCI2726B1ZE,29ABCDE1234F5ZC,OR1232408AE32042,8/16/2023,5,94,0,0,5,5,99,Invoice,INV,BBI,Indigo,N2IPTH,N2IPTH,N2IPTH
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232408BV50725,8/29/2023,,0,0,0,0,0,5074,Invoice,INV,BOM,Indigo,EMKCYL,EMKCYL,EMKCYL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BM55262,8/28/2023,5,9540,0,0,478,478,10794,Invoice,INV,DEL,Indigo,I2YBWH,I2YBWH,I2YBWH
21AABCI2726B1ZE,29ABCDE1234F5ZC,OR1232408AE25463,8/14/2023,5,4770,0,0,239,239,5717,Invoice,INV,BBI,Indigo,N2IPTH,N2IPTH,N2IPTH
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232405AB13062,5/16/2023,5,4770,0,0,239,239,5835,Invoice,INV,RPR,Indigo,N119XX,N119XX,N119XX
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015637789,8/4/2023,5,4680,0,0,234,234,5303,Invoice,INV,DEL,Vistara,1189030734,U2SKP3,1189030734
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015637788,8/4/2023,5,4680,0,0,234,234,5303,Invoice,INV,DEL,Vistara,1189030733,U2SKP3,1189030733
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232405AC22685,5/18/2023,5,4766,0,0,238,238,5596,Invoice,INV,IDR,Indigo,E2J8QB,E2J8QB,E2J8QB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407AY76400,7/7/2023,5,14292,0,0,714,714,16170,Invoice,INV,DEL,Indigo,WWHB2S,WWHB2S,WWHB2S
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232408AM56861,8/11/2023,5,4762,0,0,238,238,5531,Invoice,INV,AMD,Indigo,UQG8VC,UQG8VC,UQG8VC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV14655,9/26/2023,5,4758,0,0,238,238,5384,Invoice,INV,DEL,Indigo,RZU9WA,RZU9WA,RZU9WA
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV07070,6/23/2023,5,4758,0,0,238,238,5384,Invoice,INV,DEL,Indigo,BNCFXF,BNCFXF,BNCFXF
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV09249,6/23/2023,5,4758,0,0,238,238,5384,Invoice,INV,DEL,Indigo,DNCTYV,DNCTYV,DNCTYV
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232410CN46212,10/20/2023,5,20656,0,0,1032,1032,24412,Invoice,INV,NAG,Indigo,JWE8JI,JWE8JI,JWE8JI
03AABCI2726B1ZC,29ABCDE1234F5ZC,PB1232410AI85536,10/20/2023,5,5299,0,0,265,265,6656,Invoice,INV,IXC,Indigo,YZKV8A,YZKV8A,YZKV8A
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AT22934,6/15/2023,5,4844,0,0,243,243,5475,Invoice,INV,DEL,Indigo,X16RRK,X16RRK,X16RRK
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BY73910,10/9/2023,5,5320,0,0,266,266,5974,Invoice,INV,DEL,Indigo,HT2T2T,HT2T2T,HT2T2T
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BZ93426,10/13/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,HT2T2T,HT2T2T,HT2T2T
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232406AD59680,6/15/2023,5,4750,0,0,238,238,6021,Invoice,INV,BHO,Indigo,XWHWWV,XWHWWV,XWHWWV
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232406AD58344,6/15/2023,5,4844,0,0,243,243,6120,Invoice,INV,BHO,Indigo,RQS47J,RQS47J,RQS47J
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232409BN92180,9/29/2023,5,4700,0,0,235,235,5873,Invoice,INV,HBX,Indigo,H2GQQH,H2GQQH,H2GQQH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407BE06059,7/28/2023,5,4739,0,0,237,237,5364,Invoice,INV,DEL,Indigo,RV3U4N,RV3U4N,RV3U4N
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407BE30623,7/29/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,RV3U4N,RV3U4N,RV3U4N
07AALCA4699P1ZP,29ABCDE1234F5ZC,IDEL230900011710,9/4/2023,5,4813,0,0,241,241,5442,Invoice,INV,DEL,Air Asia,G3QVFJ,G3QVFJ,G3QVFJ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407BC16334,7/21/2023,5,4731,0,0,237,237,5356,Invoice,INV,DEL,Indigo,HQQ6VM,HQQ6VM,HQQ6VM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407AX75032,7/4/2023,5,5445,0,0,273,273,6106,Invoice,INV,DEL,Indigo,IT7Q8Q,IT7Q8Q,IT7Q8Q
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232406AF93160,6/6/2023,5,4731,0,0,237,237,5906,Invoice,INV,RAJ,Indigo,"BW99PC,BW99PC",BW99PC,BW99PC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AR38780,6/8/2023,5,4731,0,0,237,237,5356,Invoice,INV,DEL,Indigo,YKI6SE,YKI6SE,YKI6SE
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407AY87637,7/8/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,IT7Q8Q,IT7Q8Q,IT7Q8Q
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232406AG68613,6/14/2023,5,94,0,0,5,5,99,Invoice,INV,RAJ,Indigo,"BW99PC,BW99PC",BW99PC,BW99PC
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232410CL36226,10/13/2023,5,5298,0,0,265,265,6256,Invoice,INV,PNQ,Indigo,ZR5MQS,ZR5MQS,ZR5MQS
22AAECT8346F1ZE,29ABCDE1234F5ZC,I220000000406873,7/29/2023,5,4640,0,0,232,232,5698,Invoice,INV,RPR,Vistara,1189030729,RGDKNV,1189030729
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015511286,7/26/2023,5,4640,0,0,232,232,5261,Invoice,INV,DEL,Vistara,1189030724,WLTM2O,1189030724
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015511285,7/26/2023,5,4640,0,0,232,232,5261,Invoice,INV,DEL,Vistara,1189030723,WLTM2O,1189030723
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000016141746,9/13/2023,5,4640,0,0,232,232,5261,Invoice,INV,DEL,Vistara,1189030787,LJ7JLS,1189030787
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015555316,7/29/2023,5,4640,0,0,232,232,5261,Invoice,INV,DEL,Vistara,1189030728,RGAERB,1189030728
22AAECT8346F1ZE,29ABCDE1234F5ZC,I220000000410935,8/9/2023,5,4640,0,0,232,232,5698,Invoice,INV,RPR,Vistara,1189030746,VHI42K,1189030746
21AABCI2726B1ZE,29ABCDE1234F5ZC,OR1232410AG23205,10/14/2023,5,5291,0,0,265,265,6264,Invoice,INV,BBI,Indigo,GWZT3F,GWZT3F,GWZT3F
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232409AI11246,9/8/2023,5,4770,120,120,0,239,5710,Invoice,INV,JAI,Indigo,"ON6FXL,ON6FXL",ON6FXL,ON6FXL
23AAECT8346F1ZC,29ABCDE1234F5ZC,I230000000370399,10/16/2023,5,4591,0,0,230,230,5414,Invoice,INV,IDR,Vistara,9656656379,JHYD2G,9656656379
23AAECT8346F1ZC,29ABCDE1234F5ZC,I230000000370397,10/16/2023,5,4591,0,0,230,230,5414,Invoice,INV,IDR,Vistara,9656656377,JHYD2G,9656656377
23AAECT8346F1ZC,29ABCDE1234F5ZC,I230000000370398,10/16/2023,5,4591,0,0,230,230,5414,Invoice,INV,IDR,Vistara,9656656378,JHYD2G,9656656378
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CA81597,10/16/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,WSDZ4Z,WSDZ4Z,WSDZ4Z
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CA83773,10/16/2023,5,5272,0,0,264,264,5924,Invoice,INV,DEL,Indigo,YQ7NVV,YQ7NVV,YQ7NVV
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015735346,8/11/2023,5,4610,0,0,231,231,5230,Invoice,INV,DEL,Vistara,1189030750,OLT85F,1189030750
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BR81081,9/15/2023,5,4727,0,0,236,236,5351,Invoice,INV,DEL,Indigo,"BQ2SXP,BQ2SXP",BQ2SXP,BQ2SXP
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV46195,9/27/2023,5,4677,0,0,234,234,5299,Invoice,INV,DEL,Indigo,QZUSPN,QZUSPN,QZUSPN
27AALCA4699P1ZN,29ABCDE1234F5ZC,IPNQ231000015341,10/10/2023,5,4726,0,0,236,236,5655,Invoice,INV,PNQ,Air Asia,JUQSHY,JUQSHY,JUQSHY
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232409CA34470,9/11/2023,5,4672,0,0,234,234,5587,Invoice,INV,NAG,Indigo,Z398NH,Z398NH,Z398NH
03AABCI2726B1ZC,29ABCDE1234F5ZC,PB1232405AB93738,5/18/2023,5,9432,0,0,472,472,11556,Invoice,INV,ATQ,Indigo,"CQK2VJ,CQK2VJ",CQK2VJ,CQK2VJ
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232408BM79897,8/4/2023,5,9328,0,0,466,466,10502,Invoice,INV,BOM,Indigo,PL88QB,PL88QB,PL88QB
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232410CL15493,10/13/2023,5,5234,0,0,262,262,5850,Invoice,INV,BOM,Indigo,KW1HNI,KW1HNI,KW1HNI
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232410CL99993,10/16/2023,5,190,0,0,9,9,199,Invoice,INV,BOM,Indigo,KW1HNI,KW1HNI,KW1HNI
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BP07732,9/5/2023,5,4664,0,0,233,233,5285,Invoice,INV,DEL,Indigo,SW443V,SW443V,SW443V
22AAECT8346F1ZE,29ABCDE1234F5ZC,I220000000434719,10/11/2023,5,4537,0,0,227,227,5590,Invoice,INV,RPR,Vistara,9656656366,JTT3DV,9656656366
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232407AK22546,7/20/2023,5,4602,0,0,230,230,5865,Invoice,INV,STV,Indigo,UNG6MY,UNG6MY,UNG6MY
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232407AK53759,7/24/2023,5,4602,0,0,230,230,5865,Invoice,INV,STV,Indigo,F19HJH,F19HJH,F19HJH
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232410AT72628,10/19/2023,5,5587,0,0,280,280,6900,Invoice,INV,STV,Indigo,MZ3BUQ,MZ3BUQ,MZ3BUQ
07AALCA4699P1ZP,29ABCDE1234F5ZC,IDEL231000032604,10/9/2023,5,4729,0,0,236,236,5353,Invoice,INV,DEL,Air Asia,E3M6KJ,E3M6KJ,E3M6KJ
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232407AX07802,7/21/2023,5,4636,0,0,232,232,5635,Invoice,INV,BLR,Indigo,I2VVJR,I2VVJR,I2VVJR
19AALCA4699P1ZK,29ABCDE1234F5ZC,ICCU230900031723,9/26/2023,5,9370,0,0,468,468,11756,Invoice,INV,CCU,Air Asia,JZBB2S,JZBB2S,JZBB2S
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BX73711,10/5/2023,5,4624,0,0,231,231,5243,Invoice,INV,DEL,Indigo,MZPQYA,MZPQYA,MZPQYA
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015435571,7/19/2023,5,4540,0,0,228,228,5157,Invoice,INV,DEL,Vistara,9340901250,5IMHBF,9340901250
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AF80958,4/25/2023,5,4623,0,0,231,231,5242,Invoice,INV,DEL,Indigo,B1TBPB,B1TBPB,B1TBPB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AK78384,5/14/2023,5,4607,0,0,230,230,5225,Invoice,INV,DEL,Indigo,Q2HE5B,Q2HE5B,Q2HE5B
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ33537,6/5/2023,5,4607,0,0,230,230,5225,Invoice,INV,DEL,Indigo,IWB92P,IWB92P,IWB92P
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BT27455,9/20/2023,5,4602,0,0,230,230,5220,Invoice,INV,DEL,Indigo,KRN43J,KRN43J,KRN43J
19AALCA4699P1ZK,29ABCDE1234F5ZC,BIXB230900014763,9/19/2023,0,4548,0,0,0,0,5581,Invoice,BOS,IXB,Air Asia,A76KMN,A76KMN,A76KMN
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP08AAS633,8/23/2023,5,4500,0,0,225,225,4725,Invoice,INV,DEL,Air India,1095778677,6XCVHU,1095778677
10AACCN6194P2Z3,29ABCDE1234F5ZC,102412BP09AAA909,9/23/2023,5,4500,0,0,225,225,4725,Invoice,INV,PAT,Air India,1095778706,6PVQGF,1095778706
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232408AG16872,8/28/2023,,0,0,0,0,0,5270,Invoice,INV,GAU,Indigo,GSJ93T,GSJ93T,GSJ93T
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232409AG98554,9/15/2023,,0,0,0,0,0,199,Invoice,INV,GAU,Indigo,GSJ93T,GSJ93T,GSJ93T
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232410AJ74951,10/7/2023,5,4991,125,125,0,250,6274,Invoice,INV,UDR,Indigo,MR3PPP,MR3PPP,MR3PPP
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232410AK36017,10/18/2023,5,4991,125,125,0,250,6274,Invoice,INV,UDR,Indigo,PLQKFB,PLQKFB,PLQKFB
37AABCI2726B1Z1,29ABCDE1234F5ZC,AD1232407AE14761,7/3/2023,5,9246,0,0,462,462,11584,Invoice,INV,TIR,Indigo,"DQE1TM,DQE1TM",DQE1TM,DQE1TM
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232408AR30696,8/22/2023,,0,0,0,0,0,5554,Invoice,INV,IXB,Indigo,ZUM6MT,ZUM6MT,ZUM6MT
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232411AF63317,11/3/2023,5,94,0,0,5,5,99,Invoice,INV,RPR,Indigo,R2FI4H,R2FI4H,R2FI4H
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014429447,4/18/2023,5,4490,0,0,225,225,5104,Invoice,INV,DEL,Vistara,1189030566,N3A653,1189030566
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232410AF30259,10/20/2023,5,4985,0,0,249,249,6060,Invoice,INV,RPR,Indigo,R2FI4H,R2FI4H,R2FI4H
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232407AF35270,7/21/2023,5,4569,0,0,228,228,5389,Invoice,INV,IDR,Indigo,VS6GUZ,VS6GUZ,VS6GUZ
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232406AD18769,6/7/2023,5,4569,0,0,228,228,5389,Invoice,INV,IDR,Indigo,Q1E9KH,Q1E9KH,Q1E9KH
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232405AC01530,5/13/2023,5,4569,0,0,228,228,5389,Invoice,INV,IDR,Indigo,RK7DWR,RK7DWR,RK7DWR
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BR23536,9/13/2023,5,4564,0,0,228,228,5180,Invoice,INV,DEL,Indigo,HTGTFT,HTGTFT,HTGTFT
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AF13036,4/21/2023,5,4564,0,0,228,228,5180,Invoice,INV,DEL,Indigo,VMBHWL,VMBHWL,VMBHWL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CC21227,10/21/2023,5,4978,0,0,249,249,5615,Invoice,INV,DEL,Indigo,OVIWJQ,OVIWJQ,OVIWJQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BL88235,8/25/2023,5,4564,0,0,228,228,5180,Invoice,INV,DEL,Indigo,OPBGMS,OPBGMS,OPBGMS
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232408AD50358,8/16/2023,5,4563,0,0,228,228,5617,Invoice,INV,RPR,Indigo,O32K6R,O32K6R,O32K6R
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BU67766,9/25/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,EWCP4C,EWCP4C,EWCP4C
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232404AA31135,4/13/2023,5,4563,0,0,228,228,5617,Invoice,INV,RPR,Indigo,GKM1TL,GKM1TL,GKM1TL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BJ15793,8/16/2023,5,4563,0,0,228,228,5179,Invoice,INV,DEL,Indigo,EWCP4C,EWCP4C,EWCP4C
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CE97743,10/31/2023,5,5881,0,0,294,294,6563,Invoice,INV,DEL,Indigo,ZPCZ2V,ZPCZ2V,ZPCZ2V
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232409AE60453,9/25/2023,5,94,0,0,5,5,99,Invoice,INV,RPR,Indigo,O32K6R,O32K6R,O32K6R
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CE73701,10/31/2023,5,5691,0,0,285,285,6364,Invoice,INV,DEL,Indigo,HP548S,HP548S,HP548S
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AD02461,4/13/2023,5,4563,0,0,228,228,5179,Invoice,INV,DEL,Indigo,IJIZTB,IJIZTB,IJIZTB
24AALCA4699P1ZT,29ABCDE1234F5ZC,ISTV230600004195,6/17/2023,5,4840,0,0,242,242,6115,Invoice,INV,STV,Air Asia,L5UW7Q,L5UW7Q,L5UW7Q
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232406AF51892,6/1/2023,5,4512,0,0,226,226,5676,Invoice,INV,RAJ,Indigo,JMJJ3F,JMJJ3F,JMJJ3F
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232409AI19316,9/13/2023,5,13665,0,0,684,684,16125,Invoice,INV,IDR,Indigo,IRV5UZ,IRV5UZ,IRV5UZ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BO31669,9/3/2023,5,4554,0,0,228,228,5170,Invoice,INV,DEL,Indigo,F1GEWK,F1GEWK,F1GEWK
30AABCI2726B1ZF,29ABCDE1234F5ZC,GA1232406AE10824,6/26/2023,5,4552,0,0,228,228,5523,Invoice,INV,GOI,Indigo,GS4F8T,GS4F8T,GS4F8T
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014446760,4/20/2023,5,4470,0,0,224,224,5083,Invoice,INV,DEL,Vistara,1189030572,TAQR8P,1189030572
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014446761,4/20/2023,5,4470,0,0,224,224,5083,Invoice,INV,DEL,Vistara,1189030573,TAUXAO,1189030573
